UF,COD_UF,COD_MUNIC,NOME_DO_MUNICIPIO,Populacao_2022
RO,11,00015,Alta Floresta D'Oeste, 21 494
RO,11,00023,Ariquemes, 96 833
RO,11,00031,Cabixi, 5 351
RO,11,00049,Cacoal, 86 887
RO,11,00056,Cerejeiras, 15 890
RO,11,00064,Colorado do Oeste, 15 663
RO,11,00072,Corumbiara, 7 519
RO,11,00080,Costa Marques, 12 627
RO,11,00098,Espigão D'Oeste, 29 414
RO,11,00106,Guajará-Mirim, 39 387
RO,11,00114,Jaru, 50 591
RO,11,00122,Ji-Paraná, 124 333
RO,11,00130,Machadinho D'Oeste, 30 707
RO,11,00148,Nova Brasilândia D'Oeste, 15 679
RO,11,00155,Ouro Preto do Oeste, 35 044
RO,11,00189,Pimenta Bueno, 35 079
RO,11,00205,Porto Velho, 460 434
RO,11,00254,Presidente Médici, 19 327
RO,11,00262,Rio Crespo, 3 471
RO,11,00288,Rolim de Moura, 56 406
RO,11,00296,Santa Luzia D'Oeste, 7 419
RO,11,00304,Vilhena, 95 832
RO,11,00320,São Miguel do Guaporé, 21 635
RO,11,00338,Nova Mamoré, 25 444
RO,11,00346,Alvorada D'Oeste, 13 117
RO,11,00379,Alto Alegre dos Parecis, 11 479
RO,11,00403,Alto Paraíso, 16 320
RO,11,00452,Buritis, 27 992
RO,11,00502,Novo Horizonte do Oeste, 7 667
RO,11,00601,Cacaulândia, 4 150
RO,11,00700,Campo Novo de Rondônia, 8 844
RO,11,00809,Candeias do Jamari, 22 310
RO,11,00908,Castanheiras, 3 233
RO,11,00924,Chupinguaia, 9 324
RO,11,00940,Cujubim, 14 863
RO,11,01005,Governador Jorge Teixeira, 8 001
RO,11,01104,Itapuã do Oeste, 8 548
RO,11,01203,Ministro Andreazza, 6 466
RO,11,01302,Mirante da Serra, 9 235
RO,11,01401,Monte Negro, 11 548
RO,11,01435,Nova União, 6 200
RO,11,01450,Parecis, 4 125
RO,11,01468,Pimenteiras do Oeste, 2 156
RO,11,01476,Primavera de Rondônia, 3 076
RO,11,01484,São Felipe D'Oeste, 5 258
RO,11,01492,São Francisco do Guaporé, 16 286
RO,11,01500,Seringueiras, 11 171
RO,11,01559,Teixeirópolis, 4 256
RO,11,01609,Theobroma, 8 113
RO,11,01708,Urupá, 10 725
RO,11,01757,Vale do Anari, 7 788
RO,11,01807,Vale do Paraíso, 6 479
AC,12,00013,Acrelândia, 14 021
AC,12,00054,Assis Brasil, 8 100
AC,12,00104,Brasiléia, 26 000
AC,12,00138,Bujari, 12 917
AC,12,00179,Capixaba, 10 392
AC,12,00203,Cruzeiro do Sul, 91 888
AC,12,00252,Epitaciolândia, 18 757
AC,12,00302,Feijó, 35 426
AC,12,00328,Jordão, 9 222
AC,12,00336,Mâncio Lima, 19 294
AC,12,00344,Manoel Urbano, 11 996
AC,12,00351,Marechal Thaumaturgo, 17 093
AC,12,00385,Plácido de Castro, 16 560
AC,12,00393,Porto Walter, 10 735
AC,12,00401,Rio Branco, 364 756
AC,12,00427,Rodrigues Alves, 14 938
AC,12,00435,Santa Rosa do Purus, 6 723
AC,12,00450,Senador Guiomard, 21 454
AC,12,00500,Sena Madureira, 41 343
AC,12,00609,Tarauacá, 43 467
AC,12,00708,Xapuri, 18 243
AC,12,00807,Porto Acre, 16 693
AM,13,00029,Alvarães, 15 866
AM,13,00060,Amaturá, 10 819
AM,13,00086,Anamã, 9 962
AM,13,00102,Anori, 17 194
AM,13,00144,Apuí, 20 647
AM,13,00201,Atalaia do Norte, 15 314
AM,13,00300,Autazes, 41 564
AM,13,00409,Barcelos, 18 834
AM,13,00508,Barreirinha, 31 051
AM,13,00607,Benjamin Constant, 37 648
AM,13,00631,Beruri, 20 718
AM,13,00680,Boa Vista do Ramos, 23 785
AM,13,00706,Boca do Acre, 35 447
AM,13,00805,Borba, 33 080
AM,13,00839,Caapiranga, 13 469
AM,13,00904,Canutama, 16 869
AM,13,01001,Carauari, 28 742
AM,13,01100,Careiro, 30 792
AM,13,01159,Careiro da Várzea, 19 637
AM,13,01209,Coari, 70 616
AM,13,01308,Codajás, 23 549
AM,13,01407,Eirunepé, 33 170
AM,13,01506,Envira, 17 186
AM,13,01605,Fonte Boa, 25 871
AM,13,01654,Guajará, 13 815
AM,13,01704,Humaitá, 57 473
AM,13,01803,Ipixuna, 24 311
AM,13,01852,Iranduba, 61 163
AM,13,01902,Itacoatiara, 103 598
AM,13,01951,Itamarati, 10 937
AM,13,02009,Itapiranga, 10 162
AM,13,02108,Japurá, 8 858
AM,13,02207,Juruá, 10 742
AM,13,02306,Jutaí, 25 172
AM,13,02405,Lábrea, 45 448
AM,13,02504,Manacapuru, 101 883
AM,13,02553,Manaquiri, 17 107
AM,13,02603,Manaus,2 063 689
AM,13,02702,Manicoré, 53 914
AM,13,02801,Maraã, 15 529
AM,13,02900,Maués, 61 204
AM,13,03007,Nhamundá, 20 136
AM,13,03106,Nova Olinda do Norte, 27 062
AM,13,03205,Novo Airão, 15 761
AM,13,03304,Novo Aripuanã, 23 818
AM,13,03403,Parintins, 96 372
AM,13,03502,Pauini, 19 373
AM,13,03536,Presidente Figueiredo, 30 668
AM,13,03569,Rio Preto da Eva, 24 936
AM,13,03601,Santa Isabel do Rio Negro, 14 164
AM,13,03700,Santo Antônio do Içá, 28 211
AM,13,03809,São Gabriel da Cachoeira, 51 795
AM,13,03908,São Paulo de Olivença, 32 967
AM,13,03957,São Sebastião do Uatumã, 11 670
AM,13,04005,Silves, 11 559
AM,13,04062,Tabatinga, 66 764
AM,13,04104,Tapauá, 19 599
AM,13,04203,Tefé, 73 669
AM,13,04237,Tonantins, 19 247
AM,13,04260,Uarini, 14 431
AM,13,04302,Urucará, 18 631
AM,13,04401,Urucurituba, 23 945
RR,14,00027,Amajari, 13 927
RR,14,00050,Alto Alegre, 21 096
RR,14,00100,Boa Vista, 413 486
RR,14,00159,Bonfim, 13 923
RR,14,00175,Cantá, 18 682
RR,14,00209,Caracaraí, 20 957
RR,14,00233,Caroebe, 10 656
RR,14,00282,Iracema, 10 023
RR,14,00308,Mucajaí, 18 095
RR,14,00407,Normandia, 13 986
RR,14,00456,Pacaraima, 19 305
RR,14,00472,Rorainópolis, 32 647
RR,14,00506,São João da Baliza, 8 858
RR,14,00605,São Luiz, 7 315
RR,14,00704,Uiramutã, 13 751
PA,15,00107,Abaetetuba, 158 188
PA,15,00131,Abel Figueiredo, 6 136
PA,15,00206,Acará, 59 023
PA,15,00305,Afuá, 37 765
PA,15,00347,Água Azul do Norte, 18 080
PA,15,00404,Alenquer, 69 377
PA,15,00503,Almeirim, 34 280
PA,15,00602,Altamira, 126 279
PA,15,00701,Anajás, 28 011
PA,15,00800,Ananindeua, 478 778
PA,15,00859,Anapu, 31 850
PA,15,00909,Augusto Corrêa, 44 573
PA,15,00958,Aurora do Pará, 23 774
PA,15,01006,Aveiro, 18 290
PA,15,01105,Bagre, 31 892
PA,15,01204,Baião, 51 641
PA,15,01253,Bannach, 4 031
PA,15,01303,Barcarena, 126 650
PA,15,01402,Belém,1 303 403
PA,15,01451,Belterra, 18 099
PA,15,01501,Benevides, 63 567
PA,15,01576,Bom Jesus do Tocantins, 18 005
PA,15,01600,Bonito, 12 622
PA,15,01709,Bragança, 123 082
PA,15,01725,Brasil Novo, 24 718
PA,15,01758,Brejo Grande do Araguaia, 6 783
PA,15,01782,Breu Branco, 45 712
PA,15,01808,Breves, 106 968
PA,15,01907,Bujaru, 24 383
PA,15,01956,Cachoeira do Piriá, 19 630
PA,15,02004,Cachoeira do Arari, 23 981
PA,15,02103,Cametá, 134 184
PA,15,02152,Canaã dos Carajás, 77 079
PA,15,02202,Capanema, 70 394
PA,15,02301,Capitão Poço, 56 506
PA,15,02400,Castanhal, 192 256
PA,15,02509,Chaves, 20 757
PA,15,02608,Colares, 12 868
PA,15,02707,Conceição do Araguaia, 44 617
PA,15,02756,Concórdia do Pará, 26 881
PA,15,02764,Cumaru do Norte, 14 036
PA,15,02772,Curionópolis, 19 950
PA,15,02806,Curralinho, 33 903
PA,15,02855,Curuá, 14 117
PA,15,02905,Curuçá, 41 262
PA,15,02939,Dom Eliseu, 58 484
PA,15,02954,Eldorado do Carajás, 28 192
PA,15,03002,Faro, 8 728
PA,15,03044,Floresta do Araguaia, 17 898
PA,15,03077,Garrafão do Norte, 24 703
PA,15,03093,Goianésia do Pará, 26 362
PA,15,03101,Gurupá, 31 786
PA,15,03200,Igarapé-Açu, 35 797
PA,15,03309,Igarapé-Miri, 64 831
PA,15,03408,Inhangapi, 10 325
PA,15,03457,Ipixuna do Pará, 30 329
PA,15,03507,Irituia, 30 955
PA,15,03606,Itaituba, 123 314
PA,15,03705,Itupiranga, 49 754
PA,15,03754,Jacareacanga, 24 042
PA,15,03804,Jacundá, 37 707
PA,15,03903,Juruti, 50 881
PA,15,04000,Limoeiro do Ajuru, 29 569
PA,15,04059,Mãe do Rio, 34 353
PA,15,04109,Magalhães Barata, 8 115
PA,15,04208,Marabá, 266 533
PA,15,04307,Maracanã, 25 971
PA,15,04406,Marapanim, 26 573
PA,15,04422,Marituba, 111 785
PA,15,04455,Medicilândia, 27 094
PA,15,04505,Melgaço, 27 881
PA,15,04604,Mocajuba, 27 198
PA,15,04703,Moju, 84 094
PA,15,04752,Mojuí dos Campos, 23 501
PA,15,04802,Monte Alegre, 60 012
PA,15,04901,Muaná, 45 368
PA,15,04950,Nova Esperança do Piriá, 20 478
PA,15,04976,Nova Ipixuna, 13 955
PA,15,05007,Nova Timboteua, 12 806
PA,15,05031,Novo Progresso, 33 638
PA,15,05064,Novo Repartimento, 60 732
PA,15,05106,Óbidos, 52 229
PA,15,05205,Oeiras do Pará, 33 844
PA,15,05304,Oriximiná, 68 294
PA,15,05403,Ourém, 17 855
PA,15,05437,Ourilândia do Norte, 32 467
PA,15,05486,Pacajá, 41 097
PA,15,05494,Palestina do Pará, 6 885
PA,15,05502,Paragominas, 105 550
PA,15,05536,Parauapebas, 267 836
PA,15,05551,Pau D'Arco, 6 931
PA,15,05601,Peixe-Boi, 8 285
PA,15,05635,Piçarra, 12 832
PA,15,05650,Placas, 18 668
PA,15,05700,Ponta de Pedras, 24 984
PA,15,05809,Portel, 62 503
PA,15,05908,Porto de Moz, 40 597
PA,15,06005,Prainha, 35 577
PA,15,06104,Primavera, 10 851
PA,15,06112,Quatipuru, 11 524
PA,15,06138,Redenção, 85 597
PA,15,06161,Rio Maria, 18 384
PA,15,06187,Rondon do Pará, 53 143
PA,15,06195,Rurópolis, 35 769
PA,15,06203,Salinópolis, 44 772
PA,15,06302,Salvaterra, 24 129
PA,15,06351,Santa Bárbara do Pará, 21 087
PA,15,06401,Santa Cruz do Arari, 7 445
PA,15,06500,Santa Izabel do Pará, 73 019
PA,15,06559,Santa Luzia do Pará, 20 370
PA,15,06583,Santa Maria das Barreiras, 16 548
PA,15,06609,Santa Maria do Pará, 24 624
PA,15,06708,Santana do Araguaia, 32 413
PA,15,06807,Santarém, 331 942
PA,15,06906,Santarém Novo, 6 116
PA,15,07003,Santo Antônio do Tauá, 27 461
PA,15,07102,São Caetano de Odivelas, 16 666
PA,15,07151,São Domingos do Araguaia, 21 092
PA,15,07201,São Domingos do Capim, 30 599
PA,15,07300,São Félix do Xingu, 65 418
PA,15,07409,São Francisco do Pará, 14 894
PA,15,07458,São Geraldo do Araguaia, 24 255
PA,15,07466,São João da Ponta, 4 430
PA,15,07474,São João de Pirabas, 20 689
PA,15,07508,São João do Araguaia, 13 664
PA,15,07607,São Miguel do Guamá, 52 894
PA,15,07706,São Sebastião da Boa Vista, 25 643
PA,15,07755,Sapucaia, 5 847
PA,15,07805,Senador José Porfírio, 22 576
PA,15,07904,Soure, 24 204
PA,15,07953,Tailândia, 72 493
PA,15,07961,Terra Alta, 10 400
PA,15,07979,Terra Santa, 18 782
PA,15,08001,Tomé-Açu, 67 585
PA,15,08035,Tracuateua, 28 595
PA,15,08050,Trairão, 15 242
PA,15,08084,Tucumã, 39 550
PA,15,08100,Tucuruí, 91 306
PA,15,08126,Ulianópolis, 37 972
PA,15,08159,Uruará, 43 558
PA,15,08209,Vigia, 50 832
PA,15,08308,Viseu, 58 692
PA,15,08357,Vitória do Xingu, 15 607
PA,15,08407,Xinguara, 52 893
AP,16,00055,Serra do Navio, 4 673
AP,16,00105,Amapá, 7 943
AP,16,00154,Pedra Branca do Amapari, 12 847
AP,16,00204,Calçoene, 10 612
AP,16,00212,Cutias, 4 461
AP,16,00238,Ferreira Gomes, 6 666
AP,16,00253,Itaubal, 5 599
AP,16,00279,Laranjal do Jari, 35 114
AP,16,00303,Macapá, 442 933
AP,16,00402,Mazagão, 21 924
AP,16,00501,Oiapoque, 27 482
AP,16,00535,Porto Grande, 17 848
AP,16,00550,Pracuúba, 3 803
AP,16,00600,Santana, 107 618
AP,16,00709,Tartarugalzinho, 12 945
AP,16,00808,Vitória do Jari, 11 291
TO,17,00251,Abreulândia, 2 576
TO,17,00301,Aguiarnópolis, 4 497
TO,17,00350,Aliança do Tocantins, 5 147
TO,17,00400,Almas, 6 499
TO,17,00707,Alvorada, 8 802
TO,17,01002,Ananás, 10 325
TO,17,01051,Angico, 2 876
TO,17,01101,Aparecida do Rio Negro, 4 856
TO,17,01309,Aragominas, 5 290
TO,17,01903,Araguacema, 5 927
TO,17,02000,Araguaçu, 8 133
TO,17,02109,Araguaína, 171 301
TO,17,02158,Araguanã, 4 310
TO,17,02208,Araguatins, 31 918
TO,17,02307,Arapoema, 5 550
TO,17,02406,Arraias, 10 287
TO,17,02554,Augustinópolis, 17 484
TO,17,02703,Aurora do Tocantins, 3 342
TO,17,02901,Axixá do Tocantins, 10 262
TO,17,03008,Babaçulândia, 7 880
TO,17,03057,Bandeirantes do Tocantins, 3 407
TO,17,03073,Barra do Ouro, 4 476
TO,17,03107,Barrolândia, 4 846
TO,17,03206,Bernardo Sayão, 4 229
TO,17,03305,Bom Jesus do Tocantins, 4 038
TO,17,03602,Brasilândia do Tocantins, 1 974
TO,17,03701,Brejinho de Nazaré, 4 725
TO,17,03800,Buriti do Tocantins, 10 307
TO,17,03826,Cachoeirinha, 1 961
TO,17,03842,Campos Lindos, 8 653
TO,17,03867,Cariri do Tocantins, 4 007
TO,17,03883,Carmolândia, 2 201
TO,17,03891,Carrasco Bonito, 3 318
TO,17,03909,Caseara, 4 847
TO,17,04105,Centenário, 2 131
TO,17,04600,Chapada de Areia, 1 501
TO,17,05102,Chapada da Natividade, 3 117
TO,17,05508,Colinas do Tocantins, 34 233
TO,17,05557,Combinado, 4 756
TO,17,05607,Conceição do Tocantins, 3 887
TO,17,06001,Couto Magalhães, 5 331
TO,17,06100,Cristalândia, 6 371
TO,17,06258,Crixás do Tocantins, 1 470
TO,17,06506,Darcinópolis, 5 827
TO,17,07009,Dianópolis, 17 739
TO,17,07108,Divinópolis do Tocantins, 7 024
TO,17,07207,Dois Irmãos do Tocantins, 6 327
TO,17,07306,Dueré, 4 248
TO,17,07405,Esperantina, 7 530
TO,17,07553,Fátima, 3 467
TO,17,07652,Figueirópolis, 5 211
TO,17,07702,Filadélfia, 7 712
TO,17,08205,Formoso do Araguaia, 18 881
TO,17,08254,Tabocão, 3 455
TO,17,08304,Goianorte, 4 738
TO,17,09005,Goiatins, 12 433
TO,17,09302,Guaraí, 24 775
TO,17,09500,Gurupi, 85 125
TO,17,09807,Ipueiras, 1 590
TO,17,10508,Itacajá, 6 819
TO,17,10706,Itaguatins, 5 172
TO,17,10904,Itapiratins, 3 577
TO,17,11100,Itaporã do Tocantins, 2 404
TO,17,11506,Jaú do Tocantins, 3 334
TO,17,11803,Juarina, 2 243
TO,17,11902,Lagoa da Confusão, 15 288
TO,17,11951,Lagoa do Tocantins, 3 516
TO,17,12009,Lajeado, 3 357
TO,17,12157,Lavandeira, 1 626
TO,17,12405,Lizarda, 2 999
TO,17,12454,Luzinópolis, 2 717
TO,17,12504,Marianópolis do Tocantins, 4 615
TO,17,12702,Mateiros, 2 748
TO,17,12801,Maurilândia do Tocantins, 3 095
TO,17,13205,Miracema do Tocantins, 18 566
TO,17,13304,Miranorte, 12 701
TO,17,13601,Monte do Carmo, 5 694
TO,17,13700,Monte Santo do Tocantins, 2 396
TO,17,13809,Palmeiras do Tocantins, 4 872
TO,17,13957,Muricilândia, 3 367
TO,17,14203,Natividade, 8 754
TO,17,14302,Nazaré, 4 521
TO,17,14880,Nova Olinda, 10 367
TO,17,15002,Nova Rosalândia, 3 362
TO,17,15101,Novo Acordo, 3 969
TO,17,15150,Novo Alegre, 1 846
TO,17,15259,Novo Jardim, 2 230
TO,17,15507,Oliveira de Fátima, 1 164
TO,17,15705,Palmeirante, 4 798
TO,17,15754,Palmeirópolis, 6 975
TO,17,16109,Paraíso do Tocantins, 52 360
TO,17,16208,Paranã, 10 542
TO,17,16307,Pau D'Arco, 4 043
TO,17,16505,Pedro Afonso, 14 055
TO,17,16604,Peixe, 9 317
TO,17,16653,Pequizeiro, 4 921
TO,17,16703,Colméia, 8 941
TO,17,17008,Pindorama do Tocantins, 4 478
TO,17,17206,Piraquê, 2 282
TO,17,17503,Pium, 7 128
TO,17,17800,Ponte Alta do Bom Jesus, 4 220
TO,17,17909,Ponte Alta do Tocantins, 7 586
TO,17,18006,Porto Alegre do Tocantins, 2 866
TO,17,18204,Porto Nacional, 64 418
TO,17,18303,Praia Norte, 9 044
TO,17,18402,Presidente Kennedy, 3 047
TO,17,18451,Pugmil, 2 193
TO,17,18501,Recursolândia, 3 421
TO,17,18550,Riachinho, 3 960
TO,17,18659,Rio da Conceição, 1 768
TO,17,18709,Rio dos Bois, 2 738
TO,17,18758,Rio Sono, 4 841
TO,17,18808,Sampaio, 4 215
TO,17,18840,Sandolândia, 3 723
TO,17,18865,Santa Fé do Araguaia, 7 216
TO,17,18881,Santa Maria do Tocantins, 2 680
TO,17,18899,Santa Rita do Tocantins, 2 219
TO,17,18907,Santa Rosa do Tocantins, 4 653
TO,17,19004,Santa Tereza do Tocantins, 2 781
TO,17,20002,Santa Terezinha do Tocantins, 2 406
TO,17,20101,São Bento do Tocantins, 5 654
TO,17,20150,São Félix do Tocantins, 1 783
TO,17,20200,São Miguel do Tocantins, 13 241
TO,17,20259,São Salvador do Tocantins, 2 385
TO,17,20309,São Sebastião do Tocantins, 4 100
TO,17,20499,São Valério, 4 422
TO,17,20655,Silvanópolis, 5 108
TO,17,20804,Sítio Novo do Tocantins, 10 830
TO,17,20853,Sucupira, 1 577
TO,17,20903,Taguatinga, 14 011
TO,17,20937,Taipas do Tocantins, 2 021
TO,17,20978,Talismã, 2 456
TO,17,21000,Palmas, 302 692
TO,17,21109,Tocantínia, 7 459
TO,17,21208,Tocantinópolis, 22 615
TO,17,21257,Tupirama, 1 909
TO,17,21307,Tupiratins, 1 874
TO,17,22081,Wanderlândia, 10 522
TO,17,22107,Xambioá, 10 517
MA,21,00055,Açailândia, 106 550
MA,21,00105,Afonso Cunha, 6 144
MA,21,00154,Água Doce do Maranhão, 12 142
MA,21,00204,Alcântara, 18 467
MA,21,00303,Aldeias Altas, 23 286
MA,21,00402,Altamira do Maranhão, 6 447
MA,21,00436,Alto Alegre do Maranhão, 24 048
MA,21,00477,Alto Alegre do Pindaré, 25 710
MA,21,00501,Alto Parnaíba, 11 109
MA,21,00550,Amapá do Maranhão, 7 170
MA,21,00600,Amarante do Maranhão, 37 085
MA,21,00709,Anajatuba, 25 322
MA,21,00808,Anapurus, 13 793
MA,21,00832,Apicum-Açu, 17 519
MA,21,00873,Araguanã, 11 181
MA,21,00907,Araioses, 39 052
MA,21,00956,Arame, 25 517
MA,21,01004,Arari, 29 472
MA,21,01103,Axixá, 11 790
MA,21,01202,Bacabal, 103 711
MA,21,01251,Bacabeira, 16 966
MA,21,01301,Bacuri, 16 290
MA,21,01350,Bacurituba, 5 252
MA,21,01400,Balsas, 101 767
MA,21,01509,Barão de Grajaú, 18 984
MA,21,01608,Barra do Corda, 84 532
MA,21,01707,Barreirinhas, 65 589
MA,21,01731,Belágua, 8 460
MA,21,01772,Bela Vista do Maranhão, 11 750
MA,21,01806,Benedito Leite, 5 469
MA,21,01905,Bequimão, 19 584
MA,21,01939,Bernardo do Mearim, 5 840
MA,21,01970,Boa Vista do Gurupi, 7 574
MA,21,02002,Bom Jardim, 33 100
MA,21,02036,Bom Jesus das Selvas, 28 599
MA,21,02077,Bom Lugar, 12 212
MA,21,02101,Brejo, 34 120
MA,21,02150,Brejo de Areia, 9 218
MA,21,02200,Buriti, 29 685
MA,21,02309,Buriti Bravo, 22 455
MA,21,02325,Buriticupu, 55 499
MA,21,02358,Buritirana, 12 918
MA,21,02374,Cachoeira Grande, 9 732
MA,21,02408,Cajapió, 10 121
MA,21,02507,Cajari, 16 412
MA,21,02556,Campestre do Maranhão, 12 301
MA,21,02606,Cândido Mendes, 19 932
MA,21,02705,Cantanhede, 24 303
MA,21,02754,Capinzal do Norte, 11 374
MA,21,02804,Carolina, 24 062
MA,21,02903,Carutapera, 24 238
MA,21,03000,Caxias, 156 973
MA,21,03109,Cedral, 10 208
MA,21,03125,Central do Maranhão, 7 094
MA,21,03158,Centro do Guilherme, 12 342
MA,21,03174,Centro Novo do Maranhão, 16 267
MA,21,03208,Chapadinha, 81 386
MA,21,03257,Cidelândia, 12 878
MA,21,03307,Codó, 114 275
MA,21,03406,Coelho Neto, 41 658
MA,21,03505,Colinas, 40 316
MA,21,03554,Conceição do Lago-Açu, 14 915
MA,21,03604,Coroatá, 59 566
MA,21,03703,Cururupu, 31 558
MA,21,03752,Davinópolis, 14 404
MA,21,03802,Dom Pedro, 23 053
MA,21,03901,Duque Bacelar, 10 223
MA,21,04008,Esperantinópolis, 18 311
MA,21,04057,Estreito, 33 294
MA,21,04073,Feira Nova do Maranhão, 8 048
MA,21,04081,Fernando Falcão, 10 873
MA,21,04099,Formosa da Serra Negra, 17 719
MA,21,04107,Fortaleza dos Nogueiras, 12 640
MA,21,04206,Fortuna, 16 976
MA,21,04305,Godofredo Viana, 10 186
MA,21,04404,Gonçalves Dias, 17 206
MA,21,04503,Governador Archer, 10 231
MA,21,04552,Governador Edison Lobão, 18 411
MA,21,04602,Governador Eugênio Barros, 13 930
MA,21,04628,Governador Luiz Rocha, 7 063
MA,21,04651,Governador Newton Bello, 10 713
MA,21,04677,Governador Nunes Freire, 23 128
MA,21,04701,Graça Aranha, 6 023
MA,21,04800,Grajaú, 73 872
MA,21,04909,Guimarães, 10 290
MA,21,05005,Humberto de Campos, 25 680
MA,21,05104,Icatu, 24 794
MA,21,05153,Igarapé do Meio, 13 974
MA,21,05203,Igarapé Grande, 10 231
MA,21,05302,Imperatriz, 273 110
MA,21,05351,Itaipava do Grajaú, 13 828
MA,21,05401,Itapecuru Mirim, 60 440
MA,21,05427,Itinga do Maranhão, 22 513
MA,21,05450,Jatobá, 7 471
MA,21,05476,Jenipapo dos Vieiras, 17 076
MA,21,05500,João Lisboa, 24 709
MA,21,05609,Joselândia, 14 924
MA,21,05658,Junco do Maranhão, 5 146
MA,21,05708,Lago da Pedra, 44 403
MA,21,05807,Lago do Junco, 9 506
MA,21,05906,Lago Verde, 14 769
MA,21,05922,Lagoa do Mato, 10 572
MA,21,05948,Lago dos Rodrigues, 8 758
MA,21,05963,Lagoa Grande do Maranhão, 11 411
MA,21,05989,Lajeado Novo, 7 057
MA,21,06003,Lima Campos, 11 297
MA,21,06102,Loreto, 11 597
MA,21,06201,Luís Domingues, 7 161
MA,21,06300,Magalhães de Almeida, 13 807
MA,21,06326,Maracaçumé, 21 149
MA,21,06359,Marajá do Sena, 7 027
MA,21,06375,Maranhãozinho, 13 761
MA,21,06409,Mata Roma, 17 090
MA,21,06508,Matinha, 22 034
MA,21,06607,Matões, 32 174
MA,21,06631,Matões do Norte, 17 432
MA,21,06672,Milagres do Maranhão, 8 818
MA,21,06706,Mirador, 21 030
MA,21,06755,Miranda do Norte, 23 864
MA,21,06805,Mirinzal, 13 978
MA,21,06904,Monção, 27 751
MA,21,07001,Montes Altos, 9 106
MA,21,07100,Morros, 18 554
MA,21,07209,Nina Rodrigues, 14 176
MA,21,07258,Nova Colinas, 5 021
MA,21,07308,Nova Iorque, 4 320
MA,21,07357,Nova Olinda do Maranhão, 14 314
MA,21,07407,Olho d'Água das Cunhãs, 17 919
MA,21,07456,Olinda Nova do Maranhão, 13 577
MA,21,07506,Paço do Lumiar, 145 643
MA,21,07605,Palmeirândia, 21 059
MA,21,07704,Paraibano, 18 274
MA,21,07803,Parnarama, 31 250
MA,21,07902,Passagem Franca, 17 220
MA,21,08009,Pastos Bons, 18 802
MA,21,08058,Paulino Neves, 17 056
MA,21,08108,Paulo Ramos, 20 341
MA,21,08207,Pedreiras, 37 050
MA,21,08256,Pedro do Rosário, 24 320
MA,21,08306,Penalva, 32 511
MA,21,08405,Peri Mirim, 11 108
MA,21,08454,Peritoró, 20 479
MA,21,08504,Pindaré-Mirim, 31 429
MA,21,08603,Pinheiro, 84 621
MA,21,08702,Pio XII, 21 886
MA,21,08801,Pirapemas, 17 714
MA,21,08900,Poção de Pedras, 17 161
MA,21,09007,Porto Franco, 23 903
MA,21,09056,Porto Rico do Maranhão, 5 954
MA,21,09106,Presidente Dutra, 45 155
MA,21,09205,Presidente Juscelino, 11 356
MA,21,09239,Presidente Médici, 4 696
MA,21,09270,Presidente Sarney, 17 511
MA,21,09304,Presidente Vargas, 10 549
MA,21,09403,Primeira Cruz, 13 614
MA,21,09452,Raposa, 30 839
MA,21,09502,Riachão, 22 145
MA,21,09551,Ribamar Fiquene, 7 420
MA,21,09601,Rosário, 38 475
MA,21,09700,Sambaíba, 5 568
MA,21,09759,Santa Filomena do Maranhão, 6 697
MA,21,09809,Santa Helena, 41 561
MA,21,09908,Santa Inês, 85 014
MA,21,10005,Santa Luzia, 57 635
MA,21,10039,Santa Luzia do Paruá, 24 307
MA,21,10104,Santa Quitéria do Maranhão, 23 957
MA,21,10203,Santa Rita, 37 035
MA,21,10237,Santana do Maranhão, 10 567
MA,21,10278,Santo Amaro do Maranhão, 13 949
MA,21,10302,Santo Antônio dos Lopes, 14 304
MA,21,10401,São Benedito do Rio Preto, 18 364
MA,21,10500,São Bento, 46 395
MA,21,10609,São Bernardo, 26 943
MA,21,10658,São Domingos do Azeitão, 7 992
MA,21,10708,São Domingos do Maranhão, 34 034
MA,21,10807,São Félix de Balsas, 4 402
MA,21,10856,São Francisco do Brejão, 9 051
MA,21,10906,São Francisco do Maranhão, 12 064
MA,21,11003,São João Batista, 18 544
MA,21,11029,São João do Carú, 12 251
MA,21,11052,São João do Paraíso, 9 904
MA,21,11078,São João do Soter, 16 889
MA,21,11102,São João dos Patos, 25 020
MA,21,11201,São José de Ribamar, 244 579
MA,21,11250,São José dos Basílios, 6 957
MA,21,11300,São Luís,1 037 775
MA,21,11409,São Luís Gonzaga do Maranhão, 17 818
MA,21,11508,São Mateus do Maranhão, 38 829
MA,21,11532,São Pedro da Água Branca, 14 338
MA,21,11573,São Pedro dos Crentes, 5 783
MA,21,11607,São Raimundo das Mangabeiras, 18 672
MA,21,11631,São Raimundo do Doca Bezerra, 5 650
MA,21,11672,São Roberto, 4 544
MA,21,11706,São Vicente Ferrer, 19 498
MA,21,11722,Satubinha, 8 784
MA,21,11748,Senador Alexandre Costa, 10 207
MA,21,11763,Senador La Rocque, 14 700
MA,21,11789,Serrano do Maranhão, 10 202
MA,21,11805,Sítio Novo, 17 074
MA,21,11904,Sucupira do Norte, 10 238
MA,21,11953,Sucupira do Riachão, 4 985
MA,21,12001,Tasso Fragoso, 8 862
MA,21,12100,Timbiras, 26 484
MA,21,12209,Timon, 174 465
MA,21,12233,Trizidela do Vale, 22 484
MA,21,12274,Tufilândia, 5 507
